instancia,n_trabajos,n_maquinas,metodo,semilla,cmax,mejor_conocido,rpd,tiempo_segundos
ta041,50,10,AG,11,3121,2991,4.3464,2.023
ta041,50,10,AG,12,3135,2991,4.8144,2.162
ta041,50,10,AG,13,3135,2991,4.8144,2.048
ta041,50,10,AG,14,3134,2991,4.7810,2.012
ta041,50,10,AG,15,3135,2991,4.8144,2.150
ta041,50,10,AG,16,3127,2991,4.5470,1.896
ta041,50,10,AG,17,3135,2991,4.8144,2.246
ta041,50,10,AG,18,3132,2991,4.7141,1.910
ta041,50,10,AG,19,3135,2991,4.8144,2.151
ta041,50,10,AG,20,3135,2991,4.8144,2.083
ta041,50,10,AG,21,3135,2991,4.8144,2.158
ta041,50,10,AG,22,3135,2991,4.8144,1.992
ta041,50,10,AG,23,3135,2991,4.8144,2.115
ta041,50,10,AG,24,3135,2991,4.8144,2.233
ta041,50,10,AG,25,3135,2991,4.8144,1.973
ta041,50,10,AG,26,3135,2991,4.8144,2.258
ta041,50,10,AG,27,3135,2991,4.8144,1.759
ta041,50,10,AG,28,3135,2991,4.8144,2.493
ta041,50,10,AG,29,3135,2991,4.8144,1.998
ta041,50,10,AG,30,3132,2991,4.7141,2.239
ta041,50,10,Memetico,1,3103,2991,3.7446,15.498
ta041,50,10,Memetico,2,3105,2991,3.8114,12.944
ta041,50,10,Memetico,3,3105,2991,3.8114,10.432
ta041,50,10,Memetico,4,3105,2991,3.8114,20.472
ta041,50,10,Memetico,5,3105,2991,3.8114,10.146
ta041,50,10,Memetico,6,3076,2991,2.8419,18.901
ta041,50,10,Memetico,7,3087,2991,3.2096,16.309
ta041,50,10,Memetico,8,3105,2991,3.8114,10.051
ta041,50,10,Memetico,9,3105,2991,3.8114,31.243
ta041,50,10,Memetico,10,3105,2991,3.8114,17.387
ta041,50,10,Memetico,11,3074,2991,2.7750,16.547
ta041,50,10,Memetico,12,3086,2991,3.1762,31.574
ta041,50,10,Memetico,13,3105,2991,3.8114,17.488
ta041,50,10,Memetico,14,3105,2991,3.8114,10.420
ta041,50,10,Memetico,15,3105,2991,3.8114,22.675
ta041,50,10,Memetico,16,3103,2991,3.7446,15.120
ta041,50,10,Memetico,17,3074,2991,2.7750,19.834
ta041,50,10,Memetico,18,3065,2991,2.4741,18.692
ta041,50,10,Memetico,19,3105,2991,3.8114,17.441
ta041,50,10,Memetico,20,3105,2991,3.8114,10.967
ta041,50,10,Memetico,21,3105,2991,3.8114,17.143
ta041,50,10,Memetico,22,3105,2991,3.8114,17.392
ta041,50,10,Memetico,23,3082,2991,3.0425,15.268
ta041,50,10,Memetico,24,3082,2991,3.0425,11.643
ta041,50,10,Memetico,25,3105,2991,3.8114,11.025
ta041,50,10,Memetico,26,3105,2991,3.8114,13.026
ta041,50,10,Memetico,27,3104,2991,3.7780,26.649
ta041,50,10,Memetico,28,3105,2991,3.8114,17.885
ta041,50,10,Memetico,29,3090,2991,3.3099,19.841
ta041,50,10,Memetico,30,3105,2991,3.8114,10.680
ta058,50,20,AG,1,3938,3691,6.6920,4.167
ta058,50,20,AG,2,3938,3691,6.6920,4.205
ta058,50,20,AG,3,3938,3691,6.6920,4.182
ta058,50,20,AG,4,3938,3691,6.6920,4.245
ta058,50,20,AG,5,3934,3691,6.5836,3.909
ta058,50,20,AG,6,3938,3691,6.6920,4.248
ta058,50,20,AG,7,3923,3691,6.2856,4.068
ta058,50,20,AG,8,3938,3691,6.6920,4.219
ta058,50,20,AG,9,3938,3691,6.6920,4.197
ta058,50,20,AG,10,3938,3691,6.6920,3.897
ta058,50,20,AG,11,3938,3691,6.6920,3.918
ta058,50,20,AG,12,3938,3691,6.6920,4.024
ta058,50,20,AG,13,3938,3691,6.6920,4.259
ta058,50,20,AG,14,3938,3691,6.6920,3.887
ta058,50,20,AG,15,3925,3691,6.3397,3.908
ta058,50,20,AG,16,3938,3691,6.6920,4.004
ta058,50,20,AG,17,3938,3691,6.6920,4.009
ta058,50,20,AG,18,3938,3691,6.6920,3.952
ta058,50,20,AG,19,3938,3691,6.6920,3.731
ta058,50,20,AG,20,3938,3691,6.6920,4.247
ta058,50,20,AG,21,3925,3691,6.3397,4.000
ta058,50,20,AG,22,3937,3691,6.6649,4.151
ta058,50,20,AG,23,3938,3691,6.6920,4.297
ta058,50,20,AG,24,3938,3691,6.6920,3.725
ta058,50,20,AG,25,3938,3691,6.6920,4.041
ta058,50,20,AG,26,3938,3691,6.6920,4.018
ta058,50,20,AG,27,3938,3691,6.6920,3.745
ta058,50,20,AG,28,3938,3691,6.6920,4.149
ta058,50,20,AG,29,3938,3691,6.6920,4.292
ta058,50,20,AG,30,3938,3691,6.6920,4.221
ta058,50,20,Memetico,1,3851,3691,4.3349,28.221
ta058,50,20,Memetico,2,3880,3691,5.1206,43.137
ta058,50,20,Memetico,3,3887,3691,5.3102,16.489
ta058,50,20,Memetico,4,3886,3691,5.2831,35.854
ta058,50,20,Memetico,5,3910,3691,5.9334,14.963
ta058,50,20,Memetico,6,3910,3691,5.9334,26.748
ta058,50,20,Memetico,7,3906,3691,5.8250,30.123
ta058,50,20,Memetico,8,3842,3691,4.0910,49.568
ta058,50,20,Memetico,9,3872,3691,4.9038,28.765
ta058,50,20,Memetico,10,3880,3691,5.1206,34.336
ta058,50,20,Memetico,11,3886,3691,5.2831,27.640
ta058,50,20,Memetico,12,3902,3691,5.7166,16.611
ta058,50,20,Memetico,13,3910,3691,5.9334,14.906
ta058,50,20,Memetico,14,3884,3691,5.2289,30.001
ta058,50,20,Memetico,15,3884,3691,5.2289,32.823
ta058,50,20,Memetico,16,3860,3691,4.5787,48.853
ta058,50,20,Memetico,17,3910,3691,5.9334,21.786
ta058,50,20,Memetico,18,3852,3691,4.3620,29.459
ta058,50,20,Memetico,19,3910,3691,5.9334,23.898
ta058,50,20,Memetico,20,3883,3691,5.2018,21.753
ta058,50,20,Memetico,21,3891,3691,5.4186,19.435
ta058,50,20,Memetico,22,3876,3691,5.0122,25.001
ta058,50,20,Memetico,23,3907,3691,5.8521,30.030
ta058,50,20,Memetico,24,3910,3691,5.9334,17.418
ta058,50,20,Memetico,25,3904,3691,5.7708,18.352
ta058,50,20,Memetico,26,3853,3691,4.3891,32.022
ta058,50,20,Memetico,27,3867,3691,4.7684,35.425
ta058,50,20,Memetico,28,3874,3691,4.9580,42.106
ta058,50,20,Memetico,29,3860,3691,4.5787,30.071
ta058,50,20,Memetico,30,3900,3691,5.6624,40.437
